Time	subj	trialNr	ground1	speed1	dist1	ground2	speed2	dist2	answ	rTime	Speed	Dist	speed_comparison	antwort	condition
49.7038607	1	2	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(6)	1.75	35	0	1.17682739999999	normal	long	fastslow	1	2
88.0650786	1	3	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(7)	1.75	7	0	0.25584520000001	normal	short	fastslow	1	1
162.7776891	1	6	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	0.577430800000002	normal	long	fastslow	1	2
200.5283588	1	7	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(6)	1.75	7	0	0.378136299999994	normal	short	fastslow	1	1
214.1224659	1	8	viz.VizPrimitive(8)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.555151200000012	slow	short	fastslow	1	0
251.8619105	1	9	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.232382500000028	normal	short	slowfast	1	1
265.300681	1	10	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(8)	1.75	7	0	0.321965200000022	normal	short	fastslow	1	1
278.8281737	1	11	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(7)	3.5	7	1	0.424851899999965	normal	short	slowfast	1	1
292.4335024	1	12	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.499761999999976	normal	short	slowfast	1	1
336.6479559	1	14	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(7)	0.7	7	1	0.400665099999969	slow	short	slowfast	1	0
374.2429943	1	15	viz.VizPrimitive(6)	3.5	35	viz.VizPrimitive(8)	1.75	35	0	0.76362499999999	normal	long	fastslow	1	2
412.182412	1	16	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	0.246798399999989	normal	short	fastslow	1	1
425.6323436	1	17	viz.VizPrimitive(6)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.481030099999998	normal	short	slowfast	1	1
439.2930535	1	18	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	0.304088799999988	slow	short	slowfast	1	0
476.7880986	1	19	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	0.333066900000006	normal	long	slowfast	1	2
544.9367902	1	21	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(5)	0.35	7	0	0.717365099999938	slow	short	fastslow	1	0
613.5965274	1	23	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(7)	1.75	35	1	0.800322800000004	normal	long	fastslow	0	2
712.8096041	1	26	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	0.470506	normal	long	fastslow	1	2
750.4714009	1	27	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(7)	0.7	7	1	1.54971550000005	slow	short	slowfast	1	0
789.2214384	1	28	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(8)	3.5	35	1	0.548956399999952	normal	long	slowfast	1	2
832.0698417	1	29	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	0.433506299999976	normal	long	fastslow	1	2
869.6871129	1	30	viz.VizPrimitive(7)	1.75	35	viz.VizPrimitive(5)	3.5	35	1	0.333066799999983	normal	long	slowfast	1	2
907.2267374	1	31	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.433903099999952	normal	short	slowfast	1	1
920.8541486	1	32	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.944254499999943	slow	short	fastslow	1	0
989.5692725	1	34	viz.VizPrimitive(8)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	1.35406850000004	slow	short	slowfast	1	0
1028.097277	1	35	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	0.96622810000008	normal	long	fastslow	1	2
1066.2476441	1	36	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	0.66572199999996	normal	short	fastslow	1	1
1080.1084868	1	37	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(7)	0.35	7	0	0.958905100000038	slow	short	fastslow	1	0
1118.2588144	1	38	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	0.391916599999831	slow	short	slowfast	1	0
1155.8539535	1	39	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.375867900000003	slow	short	fastslow	1	0
1193.4268581	1	40	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.332824999999957	normal	long	slowfast	1	2
1230.9553372	1	41	viz.VizPrimitive(8)	0.7	7	viz.VizPrimitive(5)	0.35	7	0	0.312367199999926	slow	short	fastslow	1	0
1268.4613973	1	42	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(5)	0.35	7	0	0.37616509999998	slow	short	fastslow	1	0
1306.0120623	1	43	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(7)	0.35	7	0	5.97468350000008	slow	short	fastslow	1	0
1349.182639	1	44	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(8)	1.75	35	0	0.433053799999925	normal	long	fastslow	1	2
1386.7997534	1	45	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(7)	3.5	7	1	0.766102600000067	normal	short	slowfast	1	1
1400.7604448	1	46	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(5)	0.7	7	1	1.4896540000002	slow	short	slowfast	1	0
1439.4439816	1	47	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(6)	1.75	7	1	1.12354119999986	normal	short	fastslow	0	1
1453.7711719	1	48	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(8)	0.7	7	1	0.488517800000182	slow	short	slowfast	1	0
1491.4440008	1	49	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.277530800000022	normal	short	slowfast	1	1
1504.9160578	1	50	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(7)	3.5	7	1	1.71429180000018	normal	short	slowfast	1	1
1519.8318595	1	51	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.622188499999993	normal	short	slowfast	1	1
1533.6593096	1	52	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	0.366886099999874	normal	long	slowfast	1	2
1571.2210653	1	53	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(8)	3.5	7	1	0.233210899999904	normal	short	slowfast	1	1
1584.6488115	1	54	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(5)	0.7	7	1	2.37066949999985	slow	short	slowfast	1	0
1624.2095765	1	55	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	1.46334359999992	normal	long	fastslow	1	2
1662.8709634	1	56	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	0.277706299999863	slow	short	slowfast	1	0
1760.5737389	1	57	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.410771600000089	slow	short	fastslow	1	0
1798.1797322	1	58	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	0.447622600000159	normal	short	fastslow	1	1
1811.7961461	1	59	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	0.444788100000096	normal	short	fastslow	1	1
1825.4459568	1	60	viz.VizPrimitive(6)	0.7	7	viz.VizPrimitive(7)	0.35	7	0	1.03290689999994	slow	short	fastslow	1	0
1863.6629712	1	61	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.343986300000097	normal	long	slowfast	1	2
1901.2135537	1	62	viz.VizPrimitive(6)	0.7	7	viz.VizPrimitive(7)	0.35	7	0	0.383370799999966	slow	short	fastslow	1	0
1938.797642	1	63	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.333064500000091	slow	short	fastslow	1	0
1976.3260077	1	64	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	1	2.03374770000005	normal	long	fastslow	0	2
2015.5424987	1	65	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(6)	0.7	7	0	1.23392450000028	slow	short	slowfast	0	0
2053.981699	1	66	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(7)	1.75	7	0	0.559070499999962	normal	short	fastslow	1	1
2098.3849473	1	68	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(8)	1.75	7	0	0.483393699999851	normal	short	fastslow	1	1
2112.0569116	1	69	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(8)	0.7	7	1	1.31123160000016	slow	short	slowfast	1	0
2150.551703	1	70	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(8)	1.75	7	0	0.472400099999959	normal	short	fastslow	1	1
2164.2125234	1	71	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	0.809165399999983	normal	long	fastslow	1	2
2202.2074919	1	72	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(8)	3.5	7	1	0.554653899999721	normal	short	slowfast	1	1
2215.9459729	1	73	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(7)	1.75	7	0	0.672273899999709	normal	short	fastslow	1	1
2229.8069456	1	74	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	0.78116560000035	normal	long	fastslow	1	2
2329.1642818	1	77	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.533077499999763	normal	long	slowfast	1	2
2366.9036792	1	78	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.512356000000182	slow	short	fastslow	1	0
2465.9059092	1	81	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.422830299999987	normal	short	slowfast	1	1
2479.5334456	1	82	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(6)	1.75	7	0	0.50920189999988	normal	short	fastslow	1	1
2493.2386631	1	83	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	0.67819499999996	normal	long	slowfast	1	2
2531.100286	1	84	viz.VizPrimitive(8)	0.35	7	viz.VizPrimitive(5)	0.7	7	1	1.44654179999998	slow	short	slowfast	1	0
2619.484784	1	85	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(7)	0.35	7	0	0.628155800000059	slow	short	fastslow	1	0
2657.3019639	1	86	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	0.404635599999892	normal	long	fastslow	1	2
2694.9081734	1	87	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(8)	1.75	35	0	0.372770800000126	normal	long	fastslow	1	2
2732.4698749	1	88	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	0.430796099999952	slow	short	fastslow	1	0
2770.0984062	1	89	viz.VizPrimitive(6)	1.75	7	viz.VizPrimitive(7)	3.5	7	1	0.575898200000211	normal	short	slowfast	1	1
2783.8590941	1	90	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(8)	3.5	7	1	0.293570000000273	normal	short	slowfast	1	1
2827.9848091	1	92	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(7)	0.7	7	1	2.12779619999992	slow	short	slowfast	1	0
2867.3012369	1	93	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(7)	3.5	7	1	2.14272129999972	normal	short	slowfast	1	1
2882.6391586	1	94	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(8)	1.75	35	0	2.0313013	normal	long	fastslow	1	2
2921.8446437	1	95	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.709073399999852	normal	short	slowfast	1	1
2935.7387157	1	96	viz.VizPrimitive(7)	1.75	35	viz.VizPrimitive(5)	3.5	35	1	1.47704770000018	normal	long	slowfast	1	2
2974.4000821	1	97	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(8)	0.7	7	1	0.487995599999977	slow	short	slowfast	1	0
3012.0839945	1	98	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	0.355181000000357	normal	long	slowfast	1	2
3049.6345665	1	99	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(8)	0.7	7	1	0.400138699999843	slow	short	slowfast	1	0
3087.2296906	1	100	viz.VizPrimitive(7)	1.75	35	viz.VizPrimitive(5)	3.5	35	1	1.64750520000007	normal	long	slowfast	1	2
3126.0576309	1	101	viz.VizPrimitive(7)	1.75	35	viz.VizPrimitive(5)	3.5	35	1	2.28790600000002	normal	long	slowfast	1	2
3165.5406318	1	102	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	0.021990299999743	normal	short	fastslow	1	1
3178.768351	1	103	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(8)	0.35	7	0	0.511436600000252	slow	short	fastslow	1	0
3216.4744373	1	104	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.561381699999856	normal	long	slowfast	1	2
3254.2249918	1	105	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	0.371130900000026	normal	long	fastslow	1	2
3291.7978772	1	106	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(7)	1.75	7	0	0.357292400000006	normal	short	fastslow	1	1
3305.3698903	1	107	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	1.4880006999997	slow	short	slowfast	1	0
3344.0645523	1	108	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.422639399999753	normal	long	slowfast	1	2
3412.4352519	1	110	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(8)	3.5	35	1	0.348528999999871	normal	long	slowfast	1	2
3449.9859324	1	111	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(6)	1.75	7	0	0.667470500000036	normal	short	fastslow	1	1
3463.8466289	1	112	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(8)	3.5	35	1	0.509304600000178	normal	long	slowfast	1	2
3566.5472291	1	114	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(8)	1.75	35	1	136.7970121	normal	long	fastslow	0	2
36.3092439	10	1	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.449229600000002	normal	short	slowfast	1	1
49.9590124	10	2	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.661162099999999	normal	long	slowfast	1	2
87.809601	10	3	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	0.442710599999998	slow	short	slowfast	1	0
125.4154885	10	4	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.488413799999989	normal	short	slowfast	1	1
139.1100737	10	5	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(7)	3.5	7	0	0.831884100000025	normal	short	slowfast	0	1
248.9300831	10	9	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(7)	3.5	35	0	0.778721399999995	normal	long	slowfast	0	2
286.9028188	10	10	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(7)	0.7	7	0	0.999714299999994	slow	short	slowfast	0	0
325.0977574	10	11	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(5)	1.75	7	1	2.07608010000001	normal	short	fastslow	0	1
340.3578999	10	12	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	2.4698118	slow	short	fastslow	1	0
380.0077723	10	13	viz.VizPrimitive(5)	1.75	7	viz.VizPrimitive(8)	3.5	7	0	1.29928089999999	normal	short	slowfast	0	1
426.4992655	10	15	viz.VizPrimitive(6)	3.5	35	viz.VizPrimitive(5)	1.75	35	1	0.4438806	normal	long	fastslow	0	2
464.1276306	10	16	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(6)	0.7	7	1	3.41989519999998	slow	short	slowfast	1	0
504.7325752	10	17	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(8)	1.75	35	1	1.94392689999995	normal	long	fastslow	0	2
543.8493086	10	18	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(7)	1.75	7	1	0.432159399999932	normal	short	fastslow	0	1
557.4768322	10	19	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(7)	0.35	7	1	3.86983000000009	slow	short	fastslow	0	0
598.5372577	10	20	viz.VizPrimitive(6)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.398937299999943	normal	short	slowfast	1	1
612.1203084	10	21	viz.VizPrimitive(8)	0.35	7	viz.VizPrimitive(7)	0.7	7	0	1.88704099999995	slow	short	slowfast	0	0
651.1814575	10	22	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(5)	3.5	7	0	1.22134400000004	normal	short	slowfast	0	1
696.9287367	10	24	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(6)	0.7	7	0	0.998987800000009	slow	short	slowfast	0	0
735.1239122	10	25	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	1.14328360000002	normal	long	fastslow	1	2
773.4629406	10	26	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(6)	0.35	7	1	0.58355610000001	slow	short	fastslow	0	0
811.2357713	10	27	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(5)	3.5	35	0	1.04250460000003	normal	long	slowfast	0	2
849.4639468	10	28	viz.VizPrimitive(7)	3.5	35	viz.VizPrimitive(6)	1.75	35	0	1.2326789	normal	long	fastslow	1	2
894.8890634	10	29	viz.VizPrimitive(6)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.482476600000041	normal	short	slowfast	1	1
908.5611241	10	30	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	1.28823650000004	normal	long	fastslow	1	2
947.0556259	10	31	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(6)	3.5	7	0	1.0017648999999	normal	short	slowfast	0	1
961.2498072	10	32	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(7)	3.5	35	0	0.988002600000073	normal	long	slowfast	0	2
999.422471	10	33	viz.VizPrimitive(6)	3.5	35	viz.VizPrimitive(5)	1.75	35	0	3.27619030000005	normal	long	fastslow	1	2
1039.8942242	10	34	viz.VizPrimitive(7)	0.7	7	viz.VizPrimitive(6)	0.35	7	1	0.739596599999913	slow	short	fastslow	0	0
1077.8114051	10	35	viz.VizPrimitive(6)	1.75	7	viz.VizPrimitive(5)	3.5	7	1	0.630737299999964	normal	short	slowfast	1	1
1091.6499892	10	36	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(8)	0.7	7	0	1.66669460000003	slow	short	slowfast	0	0
1130.5113153	10	37	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(6)	3.5	7	0	3.29844789999993	normal	short	slowfast	0	1
1147.0041886	10	38	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(6)	1.75	7	0	0.835146799999848	normal	short	fastslow	1	1
1161.0428649	10	39	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(5)	0.7	7	0	1.01168789999997	slow	short	slowfast	0	0
1199.248711	10	40	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	2.39486969999984	normal	long	fastslow	1	2
1238.8430319	10	41	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	1.77403129999993	normal	long	slowfast	1	2
1277.8042566	10	42	viz.VizPrimitive(8)	0.7	7	viz.VizPrimitive(5)	0.35	7	1	1.32181359999981	slow	short	fastslow	0	0
1316.3213238	10	43	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(8)	0.35	7	1	1.2325737000001	slow	short	fastslow	0	0
1385.7917373	10	45	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(8)	1.75	7	0	1.70391240000004	normal	short	fastslow	1	1
1400.6855149	10	46	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	0.528610800000024	normal	short	slowfast	1	1
1414.412939	10	47	viz.VizPrimitive(6)	3.5	35	viz.VizPrimitive(7)	1.75	35	1	1.02458039999988	normal	long	fastslow	0	2
1452.6411477	10	48	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(5)	3.5	35	0	1.27773159999992	normal	long	slowfast	0	2
1491.1137351	10	49	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	0.583472399999891	normal	long	slowfast	1	2
1528.8754699	10	50	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(7)	1.75	35	0	1.86908319999998	normal	long	fastslow	1	2
1567.9477869	10	51	viz.VizPrimitive(8)	0.7	7	viz.VizPrimitive(7)	0.35	7	1	0.809954699999935	slow	short	fastslow	0	0
1605.9426967	10	52	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(7)	3.5	35	0	0.966028900000083	normal	long	slowfast	0	2
1644.0818366	10	53	viz.VizPrimitive(6)	0.7	7	viz.VizPrimitive(5)	0.35	7	0	0.776571599999897	slow	short	fastslow	1	0
1682.0436995	10	54	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(8)	0.7	7	1	2.4633194999999	slow	short	slowfast	1	0
1721.6935648	10	55	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(8)	0.35	7	1	2.39997459999995	slow	short	fastslow	0	0
1761.2656235	10	56	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(6)	1.75	35	1	0.750257099999999	normal	long	fastslow	0	2
1810.7113694	10	57	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(6)	1.75	7	1	1.35964749999994	normal	short	fastslow	0	1
1825.2495438	10	58	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(6)	1.75	35	1	0.841589000000113	normal	long	fastslow	0	2
1863.2754567	10	59	viz.VizPrimitive(6)	3.5	35	viz.VizPrimitive(7)	1.75	35	1	1.477081	normal	long	fastslow	0	2
1901.9503486	10	60	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(7)	3.5	7	0	0.999245100000053	normal	short	slowfast	0	1
1916.1554602	10	61	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(5)	3.5	7	0	1.17070539999986	normal	short	slowfast	0	1
1961.5805484	10	63	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(6)	0.7	7	0	1.17101109999999	slow	short	slowfast	0	0
1999.9531877	10	64	viz.VizPrimitive(5)	3.5	7	viz.VizPrimitive(6)	1.75	7	0	1.12260660000015	normal	short	fastslow	1	1
2014.2582925	10	65	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(6)	1.75	35	1	0.472644600000194	normal	long	fastslow	0	2
2051.9199948	10	66	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(6)	0.7	7	0	1.14802860000009	slow	short	slowfast	0	0
2090.2592534	10	67	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(7)	1.75	7	0	0.966336099999808	normal	short	fastslow	1	1
2104.4310172	10	68	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(7)	0.35	7	1	2.07448830000021	slow	short	fastslow	0	0
2143.6921156	10	69	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(6)	3.5	35	0	0.964198099999976	normal	long	slowfast	0	2
2181.8536884	10	70	viz.VizPrimitive(6)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	1.58213070000011	normal	short	fastslow	1	1
2196.6364552	10	71	viz.VizPrimitive(7)	1.75	7	viz.VizPrimitive(8)	3.5	7	0	1.09506590000001	normal	short	slowfast	0	1
2210.9079995	10	72	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(8)	1.75	7	0	0.750878699999703	normal	short	fastslow	1	1
2224.8688344	10	73	viz.VizPrimitive(8)	0.35	7	viz.VizPrimitive(7)	0.7	7	0	0.821712400000251	slow	short	slowfast	0	0
2294.8612247	10	75	viz.VizPrimitive(8)	1.75	7	viz.VizPrimitive(6)	3.5	7	1	1.04931880000004	normal	short	slowfast	1	1
2309.1213171	10	76	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(6)	3.5	35	1	1.13353409999991	normal	long	slowfast	1	2
2347.4390178	10	77	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(8)	3.5	35	0	2.26556160000018	normal	long	slowfast	0	2
2451.8834167	10	80	viz.VizPrimitive(6)	0.7	7	viz.VizPrimitive(5)	0.35	7	0	1.82503049999968	slow	short	fastslow	1	0
2490.9001996	10	81	viz.VizPrimitive(5)	0.35	7	viz.VizPrimitive(8)	0.7	7	0	1.01544039999999	slow	short	slowfast	0	0
2529.106486	10	82	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(6)	3.5	35	0	3.89862119999998	normal	long	slowfast	0	2
2570.1889115	10	83	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(5)	1.75	7	0	0.933198500000344	normal	short	fastslow	1	1
2584.3049703	10	84	viz.VizPrimitive(5)	3.5	35	viz.VizPrimitive(6)	1.75	35	1	0.620360899999923	normal	long	fastslow	0	2
2656.4965745	10	85	viz.VizPrimitive(5)	3.5	7	viz.VizPrimitive(7)	1.75	7	0	1.03224389999968	normal	short	fastslow	1	1
2670.7349621	10	86	viz.VizPrimitive(5)	1.75	35	viz.VizPrimitive(7)	3.5	35	0	1.1771603000002	normal	long	slowfast	0	2
2709.0853245	10	87	viz.VizPrimitive(8)	3.5	35	viz.VizPrimitive(6)	1.75	35	1	0.989223399999901	normal	long	fastslow	0	2
2747.2691208	10	88	viz.VizPrimitive(8)	0.35	7	viz.VizPrimitive(5)	0.7	7	0	2.72441160000017	slow	short	slowfast	0	0
2787.1965515	10	89	viz.VizPrimitive(8)	0.7	7	viz.VizPrimitive(6)	0.35	7	0	1.00552099999959	slow	short	fastslow	1	0
2825.4023747	10	90	viz.VizPrimitive(6)	0.7	7	viz.VizPrimitive(8)	0.35	7	1	1.12132460000021	slow	short	fastslow	0	0
2863.7196358	10	91	viz.VizPrimitive(7)	0.35	7	viz.VizPrimitive(5)	0.7	7	0	1.4553434999998	slow	short	slowfast	0	0
2902.3699517	10	92	viz.VizPrimitive(8)	3.5	7	viz.VizPrimitive(6)	1.75	7	1	1.1775232	normal	short	fastslow	0	1
2979.0595523	10	95	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(5)	1.75	7	1	1.14456289999998	normal	short	fastslow	0	1
2993.3978114	10	96	viz.VizPrimitive(5)	0.7	7	viz.VizPrimitive(8)	0.35	7	1	3.47111640000003	slow	short	fastslow	0	0
3034.0584258	10	97	viz.VizPrimitive(8)	1.75	35	viz.VizPrimitive(7)	3.5	35	1	0.588479200000165	normal	long	slowfast	1	2
3071.8424895	10	98	viz.VizPrimitive(6)	0.35	7	viz.VizPrimitive(5)	0.7	7	0	0.957399399999758	slow	short	slowfast	0	0
3109.9818279	10	99	viz.VizPrimitive(7)	3.5	7	viz.VizPrimitive(8)	1.75	7	1	0.399669199999607	normal	short	fastslow	0	1
3123.5760339	10	100	viz.VizPrimitive(8)	0.7	7	viz.VizPrimitive(7)	0.35	7	1	2.46466659999987	slow	short	fastslow	0	0
3163.214713	10	101	viz.VizPrimitive(6)	1.75	35	viz.VizPrimitive(7)	3.5	35	0	0.772473099999843	normal	long	slowfast	0	2
